Year,Month,VALUE,Datetime_EOM,C2VSim_Date,Sensor
2008,1,129.51000000000002,2008-01-31,01/31/2008_24:00,6
2008,2,132.09206896551726,2008-02-29,02/29/2008_24:00,6
2008,3,133.2632258064516,2008-03-31,03/31/2008_24:00,6
2008,4,133.03766666666667,2008-04-30,04/30/2008_24:00,6
2008,5,131.98,2008-05-31,05/31/2008_24:00,6
2008,6,130.64583333333334,2008-06-30,06/30/2008_24:00,6
2008,7,132.85096774193548,2008-07-31,07/31/2008_24:00,6
2008,8,133.0025806451613,2008-08-31,08/31/2008_24:00,6
2008,9,132.467,2008-09-30,09/30/2008_24:00,6
2008,10,130.7395,2008-10-31,10/31/2008_24:00,6
2008,11,131.16379310344828,2008-11-30,11/30/2008_24:00,6
2008,12,130.67935483870968,2008-12-31,12/31/2008_24:00,6
2009,1,130.73387096774192,2009-01-31,01/31/2009_24:00,6
2009,2,132.62785714285715,2009-02-28,02/28/2009_24:00,6
2009,3,132.92225806451614,2009-03-31,03/31/2009_24:00,6
2009,4,131.07464285714286,2009-04-30,04/30/2009_24:00,6
2009,5,132.47096774193548,2009-05-31,05/31/2009_24:00,6
2009,6,131.91074074074075,2009-06-30,06/30/2009_24:00,6
2009,7,132.8274193548387,2009-07-31,07/31/2009_24:00,6
2009,8,133.47516129032257,2009-08-31,08/31/2009_24:00,6
2009,9,134.11233333333334,2009-09-30,09/30/2009_24:00,6
2009,10,131.7635483870968,2009-10-31,10/31/2009_24:00,6
2009,11,129.36368421052632,2009-11-30,11/30/2009_24:00,6
2009,12,133.48193548387096,2009-12-31,12/31/2009_24:00,6
2010,1,132.11290322580646,2010-01-31,01/31/2010_24:00,6
2010,2,131.64321428571427,2010-02-28,02/28/2010_24:00,6
2010,3,132.997,2010-03-31,03/31/2010_24:00,6
2010,4,133.84199999999998,2010-04-30,04/30/2010_24:00,6
2010,5,132.48258064516128,2010-05-31,05/31/2010_24:00,6
2010,6,132.26166666666666,2010-06-30,06/30/2010_24:00,6
2010,7,132.3974193548387,2010-07-31,07/31/2010_24:00,6
2010,8,132.74645161290323,2010-08-31,08/31/2010_24:00,6
2010,9,133.52233333333334,2010-09-30,09/30/2010_24:00,6
2010,10,132.48580645161292,2010-10-31,10/31/2010_24:00,6
2010,11,131.49266666666665,2010-11-30,11/30/2010_24:00,6
2010,12,134.58965517241379,2010-12-31,12/31/2010_24:00,6
2011,1,133.09612903225806,2011-01-31,01/31/2011_24:00,6
2011,2,134.2675,2011-02-28,02/28/2011_24:00,6
2011,3,132.2458064516129,2011-03-31,03/31/2011_24:00,6
2011,4,132.75300000000001,2011-04-30,04/30/2011_24:00,6
2011,5,133.29870967741937,2011-05-31,05/31/2011_24:00,6
2011,6,133.05533333333332,2011-06-30,06/30/2011_24:00,6
2011,7,133.64387096774195,2011-07-31,07/31/2011_24:00,6
2011,8,133.6574193548387,2011-08-31,08/31/2011_24:00,6
2011,9,133.343,2011-09-30,09/30/2011_24:00,6
2011,10,132.32580645161292,2011-10-31,10/31/2011_24:00,6
2011,11,132.49766666666667,2011-11-30,11/30/2011_24:00,6
2011,12,132.01903225806453,2011-12-31,12/31/2011_24:00,6
2012,1,133.6441935483871,2012-01-31,01/31/2012_24:00,6
2012,2,129.89777777777778,2012-02-29,02/29/2012_24:00,6
2012,3,132.39387096774195,2012-03-31,03/31/2012_24:00,6
2012,4,133.41166666666666,2012-04-30,04/30/2012_24:00,6
2012,5,132.2874193548387,2012-05-31,05/31/2012_24:00,6
2012,6,130.64137931034483,2012-06-30,06/30/2012_24:00,6
2012,7,133.16966666666667,2012-07-31,07/31/2012_24:00,6
2012,8,133.36354838709676,2012-08-31,08/31/2012_24:00,6
2012,9,134.5893103448276,2012-09-30,09/30/2012_24:00,6
2012,10,133.65612903225806,2012-10-31,10/31/2012_24:00,6
2012,11,130.88392857142858,2012-11-30,11/30/2012_24:00,6
2012,12,130.63516129032257,2012-12-31,12/31/2012_24:00,6
2013,1,131.2874193548387,2013-01-31,01/31/2013_24:00,6
2013,2,130.27608695652174,2013-02-28,02/28/2013_24:00,6
2013,3,131.74357142857144,2013-03-31,03/31/2013_24:00,6
2013,4,131.00333333333333,2013-04-30,04/30/2013_24:00,6
2013,5,130.96290322580646,2013-05-31,05/31/2013_24:00,6
2013,6,131.8657142857143,2013-06-30,06/30/2013_24:00,6
2013,7,133.0851612903226,2013-07-31,07/31/2013_24:00,6
2013,8,134.14451612903224,2013-08-31,08/31/2013_24:00,6
2013,9,133.282,2013-09-30,09/30/2013_24:00,6
2013,10,132.74709677419355,2013-10-31,10/31/2013_24:00,6
2013,11,133.47033333333334,2013-11-30,11/30/2013_24:00,6
2013,12,132.8832258064516,2013-12-31,12/31/2013_24:00,6
2014,1,132.557,2014-01-31,01/31/2014_24:00,6
2014,2,135.09764705882353,2014-02-28,02/28/2014_24:00,6
2014,3,134.97903225806454,2014-03-31,03/31/2014_24:00,6
2014,4,134.69833333333335,2014-04-30,04/30/2014_24:00,6
2014,5,134.41290322580645,2014-05-31,05/31/2014_24:00,6
2014,6,134.59766666666667,2014-06-30,06/30/2014_24:00,6
2014,7,134.33935483870968,2014-07-31,07/31/2014_24:00,6
2014,8,135.33129032258063,2014-08-31,08/31/2014_24:00,6
2014,9,135.33566666666667,2014-09-30,09/30/2014_24:00,6
2014,10,134.30967741935484,2014-10-31,10/31/2014_24:00,6
2014,11,135.25433333333334,2014-11-30,11/30/2014_24:00,6
2014,12,135.16967741935485,2014-12-31,12/31/2014_24:00,6
2015,1,134.48806451612904,2015-01-31,01/31/2015_24:00,6
2015,2,133.99928571428572,2015-02-28,02/28/2015_24:00,6
2015,3,134.17866666666666,2015-03-31,03/31/2015_24:00,6
2015,4,134.76766666666668,2015-04-30,04/30/2015_24:00,6
2015,5,134.63064516129032,2015-05-31,05/31/2015_24:00,6
2015,6,134.42333333333332,2015-06-30,06/30/2015_24:00,6
2015,7,135.05645161290323,2015-07-31,07/31/2015_24:00,6
2015,8,133.54064516129034,2015-08-31,08/31/2015_24:00,6
2015,9,135.13766666666666,2015-09-30,09/30/2015_24:00,6
2015,10,134.60193548387096,2015-10-31,10/31/2015_24:00,6
2015,11,134.874,2015-11-30,11/30/2015_24:00,6
2015,12,134.7632258064516,2015-12-31,12/31/2015_24:00,6
2016,1,133.6451612903226,2016-01-31,01/31/2016_24:00,6
2016,2,131.74241379310345,2016-02-29,02/29/2016_24:00,6
2016,3,133.48451612903227,2016-03-31,03/31/2016_24:00,6
2016,4,134.232,2016-04-30,04/30/2016_24:00,6
2016,5,134.8490322580645,2016-05-31,05/31/2016_24:00,6
2016,6,134.06033333333332,2016-06-30,06/30/2016_24:00,6
2016,7,135.09612903225806,2016-07-31,07/31/2016_24:00,6
2016,8,134.70225806451614,2016-08-31,08/31/2016_24:00,6
2016,9,135.33566666666667,2016-09-30,09/30/2016_24:00,6
2016,10,133.08129032258066,2016-10-31,10/31/2016_24:00,6
2016,11,130.67133333333334,2016-11-30,11/30/2016_24:00,6
2016,12,132.88451612903225,2016-12-31,12/31/2016_24:00,6
2017,1,133.06451612903226,2017-01-31,01/31/2017_24:00,6
2017,2,132.95357142857142,2017-02-28,02/28/2017_24:00,6
2017,3,132.63225806451615,2017-03-31,03/31/2017_24:00,6
2017,4,134.304,2017-04-30,04/30/2017_24:00,6
2017,5,132.23967741935485,2017-05-31,05/31/2017_24:00,6
2017,6,132.8156666666667,2017-06-30,06/30/2017_24:00,6
2017,7,133.52322580645162,2017-07-31,07/31/2017_24:00,6
2017,8,134.09,2017-08-31,08/31/2017_24:00,6
2017,9,134.91299999999998,2017-09-30,09/30/2017_24:00,6
2017,10,131.3667741935484,2017-10-31,10/31/2017_24:00,6
2017,11,132.64333333333335,2017-11-30,11/30/2017_24:00,6
2017,12,132.98193548387098,2017-12-31,12/31/2017_24:00,6
2018,1,134.24516129032259,2018-01-31,01/31/2018_24:00,6
2018,2,133.0825,2018-02-28,02/28/2018_24:00,6
2018,3,133.60451612903225,2018-03-31,03/31/2018_24:00,6
2018,4,133.06133333333335,2018-04-30,04/30/2018_24:00,6
2018,5,133.32354838709676,2018-05-31,05/31/2018_24:00,6
2018,6,132.53933333333333,2018-06-30,06/30/2018_24:00,6
2018,7,133.6422580645161,2018-07-31,07/31/2018_24:00,6
2018,8,133.99064516129033,2018-08-31,08/31/2018_24:00,6
2018,9,133.903,2018-09-30,09/30/2018_24:00,6
2018,10,132.64967741935484,2018-10-31,10/31/2018_24:00,6
2018,11,133.89566666666667,2018-11-30,11/30/2018_24:00,6
2018,12,133.29870967741937,2018-12-31,12/31/2018_24:00,6
2019,1,134.05612903225807,2019-01-31,01/31/2019_24:00,6
2019,2,132.96964285714287,2019-02-28,02/28/2019_24:00,6
2019,3,132.58903225806452,2019-03-31,03/31/2019_24:00,6
2019,4,133.02466666666666,2019-04-30,04/30/2019_24:00,6
2019,5,133.18387096774194,2019-05-31,05/31/2019_24:00,6
2019,6,133.58666666666667,2019-06-30,06/30/2019_24:00,6
2019,7,133.99548387096772,2019-07-31,07/31/2019_24:00,6
2019,8,134.5509677419355,2019-08-31,08/31/2019_24:00,6
2019,9,133.10466666666667,2019-09-30,09/30/2019_24:00,6
2019,10,133.68387096774194,2019-10-31,10/31/2019_24:00,6
2019,11,133.93633333333335,2019-11-30,11/30/2019_24:00,6
2019,12,131.99612903225807,2019-12-31,12/31/2019_24:00,6
2020,1,132.05548387096775,2020-01-31,01/31/2020_24:00,6
2020,2,132.7858620689655,2020-02-29,02/29/2020_24:00,6
2020,3,133.78,2020-03-31,03/31/2020_24:00,6
2020,4,133.059,2020-04-30,04/30/2020_24:00,6
2020,5,133.77161290322582,2020-05-31,05/31/2020_24:00,6
2020,6,133.31933333333333,2020-06-30,06/30/2020_24:00,6
2020,7,133.90064516129033,2020-07-31,07/31/2020_24:00,6
2020,8,134.24258064516127,2020-08-31,08/31/2020_24:00,6
2020,9,133.483,2020-09-30,09/30/2020_24:00,6
2020,10,132.9806451612903,2020-10-31,10/31/2020_24:00,6
2020,11,132.98733333333334,2020-11-30,11/30/2020_24:00,6
2020,12,131.67516129032256,2020-12-31,12/31/2020_24:00,6
2021,1,130.77290322580646,2021-01-31,01/31/2021_24:00,6
2021,2,132.2357142857143,2021-02-28,02/28/2021_24:00,6
2021,3,132.5374193548387,2021-03-31,03/31/2021_24:00,6
2021,4,133.5656666666667,2021-04-30,04/30/2021_24:00,6
2021,5,133.39161290322582,2021-05-31,05/31/2021_24:00,6
2021,6,132.33566666666667,2021-06-30,06/30/2021_24:00,6
2021,7,134.18354838709675,2021-07-31,07/31/2021_24:00,6
2021,8,135.51619047619047,2021-08-31,08/31/2021_24:00,6
2021,9,135.71315789473684,2021-09-30,09/30/2021_24:00,6
2021,10,135.3223076923077,2021-10-31,10/31/2021_24:00,6
2021,11,135.472,2021-11-30,11/30/2021_24:00,6
2021,12,134.71807692307692,2021-12-31,12/31/2021_24:00,6
2022,1,133.68806451612903,2022-01-31,01/31/2022_24:00,6
2022,2,133.81357142857144,2022-02-28,02/28/2022_24:00,6
2022,3,133.14032258064518,2022-03-31,03/31/2022_24:00,6
2022,4,134.52833333333334,2022-04-30,04/30/2022_24:00,6
2022,5,134.14129032258066,2022-05-31,05/31/2022_24:00,6
2022,6,133.55433333333335,2022-06-30,06/30/2022_24:00,6
2022,7,134.1974193548387,2022-07-31,07/31/2022_24:00,6
2022,8,133.92935483870968,2022-08-31,08/31/2022_24:00,6
2022,9,134.47233333333332,2022-09-30,09/30/2022_24:00,6
2022,10,134.06612903225806,2022-10-31,10/31/2022_24:00,6
2022,11,134.21466666666666,2022-11-30,11/30/2022_24:00,6
2022,12,134.28193548387097,2022-12-31,12/31/2022_24:00,6
2023,1,133.49483870967742,2023-01-31,01/31/2023_24:00,6
2023,2,132.83464285714285,2023-02-28,02/28/2023_24:00,6
2023,3,134.541935483871,2023-03-31,03/31/2023_24:00,6
2023,4,134.16033333333334,2023-04-30,04/30/2023_24:00,6
2023,5,135.11064516129034,2023-05-31,05/31/2023_24:00,6
2023,6,134.111,2023-06-30,06/30/2023_24:00,6
2023,7,134.11806451612904,2023-07-31,07/31/2023_24:00,6
2023,8,133.50806451612902,2023-08-31,08/31/2023_24:00,6
2023,9,134.81413793103448,2023-09-30,09/30/2023_24:00,6
2023,10,133.60225806451612,2023-10-31,10/31/2023_24:00,6
2023,11,133.351,2023-11-30,11/30/2023_24:00,6
2023,12,131.56193548387097,2023-12-31,12/31/2023_24:00,6
2024,1,133.02,2024-01-31,01/31/2024_24:00,6
2024,2,134.10586206896554,2024-02-29,02/29/2024_24:00,6
2024,3,133.23096774193547,2024-03-31,03/31/2024_24:00,6
2024,4,134.06166666666667,2024-04-30,04/30/2024_24:00,6
2024,5,132.92806451612904,2024-05-31,05/31/2024_24:00,6
2024,6,134.35533333333333,2024-06-30,06/30/2024_24:00,6
2024,7,134.4448387096774,2024-07-31,07/31/2024_24:00,6
2024,8,134.51645161290324,2024-08-31,08/31/2024_24:00,6
2024,9,134.64137931034483,2024-09-30,09/30/2024_24:00,6
2024,10,133.88483870967744,2024-10-31,10/31/2024_24:00,6
2024,11,134.238,2024-11-30,11/30/2024_24:00,6
2024,12,133.6467741935484,2024-12-31,12/31/2024_24:00,6
2025,1,133.49129032258062,2025-01-31,01/31/2025_24:00,6
2025,2,131.54285714285714,2025-02-28,02/28/2025_24:00,6
2025,3,132.93967741935484,2025-03-31,03/31/2025_24:00,6
2025,4,132.47882352941176,2025-04-30,04/30/2025_24:00,6
